Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
peluang pekerjaan rakyat warga bolot sektor xa6,1,1,0,1,0,0,1,0,0,0,1,0
rihanna diet membicarakan kalori,1,1,1,0,0,0,0,0,1,1,0,0
kalah lae penjual pasar tradisional sadar 2019 ganti presiden kali perbanyak makan mie gomak lae,1,0,1,0,0,0,0,0,1,1,0,0
huhahahhahahaaa pengusaha raya menangis ber darah darah jaman jokowi sangking susahnya jaman mengelola ekonomi negara beras mahal sembako mahal daya beli turun masyarakat,1,0,1,0,0,0,0,0,1,1,0,0
hati hati yahudi liberal syiah islam ya islam allah subhanahu wa taala sempurnakan al alquran adakah islam al alquran,0,0,0,0,0,0,0,0,0,0,0,0
ava gue gue aduh,0,1,0,0,0,0,0,0,0,0,0,0
konferensi tingkat ulama cendekiawan muslim dunia bahas moderat islam,0,0,0,0,0,0,0,0,0,0,0,0
warga pemutaran tolak berita hoaks dukung pilihan kepala daerah damai,0,0,0,0,0,0,0,0,0,0,0,0
,0,1,0,0,0,0,0,0,0,0,0,0
salam sejahtera saudara kristen katolik ku dimana happy,0,0,0,0,0,0,0,0,0,0,0,0
federation of international football association siasat isu suara x99 aksi prancis rusia nurl uniform resource locator via sinar online,0,0,0,0,0,0,0,0,0,0,0,0
jaringan hidup ya potensi habitat cacinglah sapi manusia,0,0,0,0,0,0,0,0,0,0,0,0
bantuan rohingya pencitraan penderitaan warga rohingya dibantu pakai demo,1,0,1,0,0,0,0,0,1,1,0,0
ahok cari cari celah serang saksi drama ahok dikriminalisasi penjarakan ahok,1,0,1,0,0,0,0,0,1,0,0,1
ditangkap narkoba kaget ditangkap hubung saracen kaget anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
mudahan presiden 2019 membawa indonesia diposisi bagus kisi misi 10,0,0,0,0,0,0,0,0,0,0,0,0
maling maling negara karma hampiri,1,1,0,1,0,0,0,0,1,0,1,0
galak akun akun anti akun akun penyebar fitnah amp kebencian pro belaga lihat bo x99ong semoga twitter profesional media sosial media sosial x9cyang,0,0,0,0,0,0,0,0,0,0,0,0
kerja tulus diktator jokowi tukang mungkir janji meludahi mayat korban genosida 1965 1966 pembantaian,1,0,1,0,0,0,0,0,1,1,0,0
bantu ekonomi fair square,0,0,0,0,0,0,0,0,0,0,0,0
mewah dampingi gubernur organization development hadiri acara puncak festival paskah gfg 2018,0,0,0,0,0,0,0,0,0,0,0,0
mengocok enak kali ya,0,1,0,0,0,0,0,0,0,0,0,0
hg ai indonesia hitam,0,0,0,0,0,0,0,0,0,0,0,0
mengkritik kritik solusi surat pemberitahuan tahunan contoh pemimpin dikritik bilang terima kasih pemimpin indonesia beres,0,0,0,0,0,0,0,0,0,0,0,0
good job mr gubernur daerah khusus kota,0,0,0,0,0,0,0,0,0,0,0,0
suka orang play korban,1,1,0,1,0,0,0,0,1,0,1,0
ai bintang menguat posisinya pemilihan 2019,0,0,0,0,0,0,0,0,0,0,0,0
kakek nenek kristen mualaf 2 anak total 11 anak 2 anaknya pindah islam mamaku kakek pikir biarkan menemukan islam 1 anak lahir muslim masuk kristen menik,0,0,0,0,0,0,0,0,0,0,0,0
gue mengamuk amp responnya,0,1,0,0,0,0,0,0,0,0,0,0
melanjutkan ucapan membabi semoga allah hidayah hatinya terbuka manusia beriman a mengimani allah subhanahu wa ta ala,0,0,0,0,0,0,0,0,0,0,0,0
jasa kemenangan anies sandi,1,0,1,0,0,0,0,0,1,1,0,0
presiden jokowi apresiasi model kerja bisnis proyek bandara internasional jawa barat ajati,0,0,0,0,0,0,0,0,0,0,0,0
gara gara orang yahudi coba pakai handphone memangnya aduh carrefour berubah nama indomaret,0,0,0,0,0,0,0,0,0,0,0,0
ikan gurih harga marah didapatkan kunjungi pempek palembang jalan wr supratman senggol budaya tohpati,0,0,0,0,0,0,0,0,0,0,0,0
ahok becus kerja pencitraan melulu ahok uniform resource locator,1,1,1,0,0,0,0,0,1,1,0,0
katolik bantu mas,0,0,0,0,0,0,0,0,0,0,0,0
dasar dewan perwakilan rakyat rampungkan revisi undang undang terorisme melindungi segenap bangsa indonesia serangan keji teroris polemik pemberantasan terorisme,0,0,0,0,0,0,0,0,0,0,0,0
muka tampang kelakuan sinkron,1,1,1,0,0,0,1,0,0,1,0,0
gue,0,1,0,0,0,0,0,0,0,0,0,0
suka suka guelah menulis halu sedeng delusi gue anak rupiah malu memalukan citra idol,0,1,0,0,0,0,0,0,0,0,0,0
beli tiket menemukan tionghoa puluhan mbak mbak gemuk suka menyerobot antrean,0,0,0,0,0,0,0,0,0,0,0,0
te awa wkwk,0,1,0,0,0,0,0,0,0,0,0,0
juni 2013 dir international monetary fund rilis laporan kegagalan kebijakan austerity yunani kepercayaan pasar pulih sistem perbankan kehilangan 30 simpanan amp dampak resesi angka pengangguran meroket argentina gagal,0,0,0,0,0,0,0,0,0,0,0,0
kepeluk senyum hem rasakan jarinya masuk mainkan mhh elusi tangannya,0,1,0,0,0,0,0,0,0,0,0,0
malu ya uang rakyat menyuap rakyat elektabilitas 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
budaya bermoral manusia selamat,0,0,0,0,0,0,0,0,0,0,0,0
subhanallah semoga jokowi berpasangan cak imin duet presiden wakil presiden membawa indonesia arah kemajuan keberadaban,0,0,0,0,0,0,0,0,0,0,0,0
prestasi ditingkat yunior heboh lupakan orang orang kristen juara dunia legenda elly pical nico thomas chris john shaloom,0,0,0,0,0,0,0,0,0,0,0,0
jokowi lengserkan ganti ahmad heryawan menyolot contoh,1,1,1,0,0,0,0,0,1,0,0,1
melestarikan biadab islam melestarikan dukungan teroris islam,1,1,0,1,1,0,0,0,0,0,1,0
kasihan relawan komisaris minder ketemu bos orang bule wkwk,0,0,0,0,0,0,0,0,0,0,0,0
berita twit tanggal 18 lukman ditunggu rakyat penjelasan indonesia islam,1,0,0,1,1,0,0,0,0,0,1,0
ulama bashirah maslahah umat cerita nabi khidir nabi musa pelajaran kehidupan menatap keputusannya menyalahi keyakinan,0,0,0,0,0,0,0,0,0,0,0,0
guru fakultas ilmu sosial politik fakultas ilmu sosial ilmu politik universitas padjadjaran profesor obsatar sinaga pandangannya program diusung pasangan calon gubernur wakil gubernur jawa barat nomor urut 2 hasanah hasanah hasanah,0,0,0,0,0,0,0,0,0,0,0,0
nyabu ya,1,0,1,0,0,0,0,0,1,1,0,0
negara beragama ya hapus sila pe pancasila memangnya kristen buddha hindu islam,0,0,0,0,0,0,0,0,0,0,0,0
jokowi menipu jelek semoga 2019 ganti presiden amin ya allah,1,0,1,0,0,0,0,0,1,1,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
grafiknya posisi papa saham bubarkan komisi pemberantasan korupsi uniform resource locator,1,0,0,1,0,0,0,0,1,0,0,1
pamor rk seakan a inya ai politik pengusungnya pendukung penista agama,1,0,0,1,1,0,0,0,0,0,1,0
namanya pahlawan kemalaman saran laporan coba agama abu janda 2019 ganti presiden,1,0,1,0,1,0,0,0,0,1,0,0
x94 cape gue belajar bentar gue nak wkwk kunci motor motor greenteaaaaa pocky green tea pejuh green tea i love meninggalkan gue cerita gue mute,0,1,0,0,0,0,0,0,0,0,0,0
indonesia timnas main saudara saudara kristen amp non kristen berdoa ya x91 x8d x8f xbd,0,0,0,0,0,0,0,0,0,0,0,0
acara televisi menemani malam minggu,0,0,0,0,0,0,0,0,0,0,0,0
rlp yeoja friends benefit rl amp foreplay,0,1,0,0,0,0,0,0,0,0,0,0
hebat pengikutnya bin uniform resource locator,1,1,0,1,0,0,1,0,0,0,1,0
digoreng bid ah uslub halnya berhaji pesawat bid ah salah paham,0,0,0,0,0,0,0,0,0,0,0,0
silvy debat final pemilihan kepala daerah jaka a,1,1,1,0,0,0,0,0,1,1,0,0
ih,1,1,1,0,0,0,0,1,0,1,0,0
pengacara rizieq pulang jokowi lengserkan makar presiden pulang pakai daster,1,0,1,0,0,0,0,0,1,1,0,0
sial hidup jaman dimana orang mengumbar kenakalannya dikagumi remaja remaja,1,1,1,0,0,0,0,0,1,1,0,0
peduli kucing berwarna hitam putih menangkap tikus deng xiaoping 1904 1997 pemimpin ai cina,0,0,0,0,0,0,0,0,0,0,0,0
delete post online,0,1,0,0,0,0,0,0,0,0,0,0
dunia ya habis deh manusia uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
layanan garansi kebijakan pengembalian barang menukarkan barang konsumen barang dibeli rusak produksi gratis gerai hauz berlaku 7 pembelian dise ai struk belanja hauz,0,0,0,0,0,0,0,0,0,0,0,0
ulasan ekonomi harian rabu 18 april 2018 reksadana reksadana riset harian berita ekonomi makroekonomi market pembaruan samual aset manajemen,0,0,0,0,0,0,0,0,0,0,0,0
ta disebarkan ahok subur x9c,1,1,1,0,0,0,0,0,1,1,0,0
pantasnya r1 gubernur indonesia cc cep john,0,0,0,0,0,0,0,0,0,0,0,0
kali mimpi indah realita mimpi,0,1,0,0,0,0,0,0,0,0,0,0
takut ganyang ai indonesia bahaya embrio iblisnya berkembang biak,1,0,0,1,0,1,0,0,0,0,0,1
twitnya menggenapkan generalisasi kaumnya mutu sepe i,1,1,1,0,0,0,1,0,0,1,0,0
harga yahudi x94 xa5 x94 xa5 x94 xa5,0,0,0,0,0,0,0,0,0,0,0,0
haha kelojotan menjelang 30 september kecebong anak ai indonesia,1,1,0,1,0,1,0,0,0,0,1,0
politik butuh orang beragama agama dipolotikan jul eh koh eh tad,0,0,0,0,0,0,0,0,0,0,0,0
kesal wa lihat parnoan bikin video viral dugaannya keliru tipikal menyebar h xa6,0,0,0,0,0,0,0,0,0,0,0,0
nu cabang kristen,1,0,1,0,1,0,0,0,0,1,0,0
jokowi orang,0,0,0,0,0,0,0,0,0,0,0,0
nge i wkwk,1,1,0,1,0,0,0,0,1,0,1,0
jalan jalan provides technology solutions ayah pameran ayo ayo pameran ayah pameran buddha buddha hati hmmm ayah cocok cocok kesana mukanya cina cinanya,0,0,0,0,0,0,0,0,0,0,0,0
heboh anies be emu erdogan warganet gubernur presiden plonga plongo mengobrolnya menyambung plonga plongo pemimpin muslim ya komen warganet,0,0,0,0,0,0,0,0,0,0,0,0
orang,1,1,1,0,0,0,0,0,1,1,0,0
jiwa semuda dilukai penderitaan ayahnya mencintai memandang ayahnya mencintainya suara pandang orang pramoedya ananta toer,0,0,0,0,0,0,0,0,0,0,0,0
pas olivia nongol lucu nshuuush x9d xef xb8 x8f oke,0,1,0,0,0,0,0,0,0,0,0,0
imam rapatkan saf luruskan saf senior panggil junior masuk junior senior uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
ujung ujungnya cocokologi dipaksakan membenarkan kalimat kentara penghinaan kitab suci agama manapun,0,0,0,0,0,0,0,0,0,0,0,0
paham maksud menegakkan agama allah berjihad sepenuhnya,0,0,0,0,0,0,0,0,0,0,0,0
muslim rohingya berusia 80 lari persekusi teroris buddha,1,0,0,1,1,0,0,0,0,0,1,0
gerombolan bergabung ai indonesia psi mayoritas pendukung penista islam ahok laknatullah uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
namanya jungkir malu 2 periode sori ya memilih 2019 ganti presiden,1,0,1,0,0,0,0,0,1,1,0,0
lengserkan lengserkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
intinya prabowo amin berprasangka berdasar menjegal ai demokrasi indonesia perjuangan berkuasa 2019,1,0,0,1,0,0,0,0,1,0,1,0
26 sabtu kemarin polisi memilih hentikan diskusi sesuai dugaan serang jokowi isu pemerintah represif otoriter,1,0,1,0,0,0,0,0,1,1,0,0
sayangkuuu,0,0,0,0,0,0,0,0,0,0,0,0
gue bahasa a inya lelah min,0,0,0,0,0,0,0,0,0,0,0,0
putus berani approach menunggu pas berani eh balikan ya ya menunggu,0,1,0,0,0,0,0,0,0,0,0,0
trua tanah tanah palestina tananya nenek moyang kaum yahudi yahudi pindah negara eropa besaran masuklah palestina menetap situ mayoritas palestina pas kepemimpinan hitler hitler,0,0,0,0,0,0,0,0,0,0,0,0
kak paham kristen buddha mendalami agama kesimpulan kristen nusantara buddha nusantara x8a,0,0,0,0,0,0,0,0,0,0,0,0
makkah,0,0,0,0,0,0,0,0,0,0,0,0
kepala kepolisian republik indonesia pensiun ketimbang ketegasan memimpin kepolisian republik indonesia aduan surat pemberitahuan tahunan korban terabaikan,1,0,1,0,0,0,0,0,1,1,0,0
usir cina ki pamungkas bui gara gara anti cina cina menumpang negeri uniform resource locator,1,0,1,0,0,1,0,0,0,0,0,1
uniform resource locator lt cewek bugil dibelai foto bugil,0,1,0,0,0,0,0,0,0,0,0,0
indonesia tuan rumah konferensi tingkat ulama dunia pe konferensi tingkat ulama dunia islam moderat islam indonesia islam moderat,0,0,0,0,0,0,0,0,0,0,0,0
bu guru,1,1,1,0,0,0,0,0,1,1,0,0
konsep moderat islam ciri identitas umat islam indonesia negara kesatuan republik indonesia jaga negara kesatuan republik indonesia pancasila indonesia konferensi tingkat ulama 2018 kerukunan umat konferensi tingkat islam wasatiyyah orang cinta jokowi jokowi sayangi papua jokowi blusuk papua indahnya kebersamaan,0,0,0,0,0,0,0,0,0,0,0,0
anak rupiah jaman 2012 jomlo kebelet pacaran jomlo kebelet pacaran,0,1,0,0,0,0,0,0,0,0,0,0
kesal army kepalanya gede gede uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
insyaallah boikot safiey ilias tempiasnya kena,0,0,0,0,0,0,0,0,0,0,0,0
biarkan jokowi melindungi ahok 2019 lengserkan jokowi mantap,1,0,1,0,0,0,0,0,1,0,0,1
ayo diisi,0,1,0,0,0,0,0,0,0,0,0,0
setuju ai keadilan sejahtera ai indonesia ai indonesia persis sepe i ai keadilan sejahtera menggaet golongan akar rumput isu isu agama ai keadilan sejahtera ai syariat,1,0,0,1,1,1,0,0,0,0,1,0
koar koar gerakan umat eh ngebacotnya dukungan politik dasar cabul otak 212 monas,1,1,0,1,1,0,0,1,0,0,1,0
nayeon bolot xa0,0,0,0,0,0,0,0,0,0,0,0,0
ironinya bisnis mega triliunan profit pendirinya mimpi kesana contohnya xa6,0,0,0,0,0,0,0,0,0,0,0,0
jom,1,1,1,0,0,0,0,0,1,1,0,0
sejelek jeleknya jokowi sandingkan prabowo jejaknya rakyat prabowo pe imbangkan memilih jokowi hem mata mas hati butakan p,0,0,0,0,0,0,0,0,0,0,0,0
20 reformasi kenyataanya orang susah mempe emukan demokrasi kesejahteraan lupa ide berhubungan sistem sistem ekonomi pasar bebas heran 20 mencari titik temu negara pasar,0,0,0,0,0,0,0,0,0,0,0,0
mencaci ulama orang pakai otak mu,1,1,1,0,0,0,0,0,1,1,0,0
neng terhormat pakai mulut berbicara mohon maaf pakai,1,1,1,0,0,0,1,0,0,1,0,0
ritual puasa tanggal 10 muharam tradisi yahudi madinah menyembelih kambing bayi lahir kebiasaan arab mengekspresikan kebahagiaan datangnya anggota keluarga nj,0,0,0,0,0,0,0,0,0,0,0,0
gubernur indonesia woooow salah putra terbaik bangsa indonesia pribumi layak memimpin negeri semoga allah subhanahu wa taala melindungi meluruskan perjuangan tegakkan islam memajukan bangsa amp negara,0,0,0,0,0,0,0,0,0,0,0,0
islam rahmatan lil alamin kristen cinta kasih hindu buddha konghucu penuh kedamaian agama ajarkan kebaikan pra khotbah,0,0,0,0,0,0,0,0,0,0,0,0
gue akil balig 17 islam diperlakukan adil gue bilang bikin adil umat islam,1,1,1,0,0,0,0,0,1,1,0,0
ajak rakyat wisata ziarah negeri biarkan rakyat ditipu ziarah umrah haji,1,0,0,1,1,0,0,0,0,0,1,0
mulut,1,1,1,0,0,0,1,0,0,1,0,0
prof rombongan intelligence quotient dangkal menguap,1,1,0,1,0,0,0,0,1,0,1,0
anak ggggg,1,1,1,0,0,0,0,0,1,1,0,0
menari cewek luwes cowok mengunci,0,1,0,0,0,0,0,0,0,0,0,0
paham deh otak xad,1,1,0,1,0,0,0,0,1,0,1,0
bubar,1,1,0,1,0,0,0,0,1,0,1,0
bersih jajaran kementerian agama allah subhanahu wa taala menjanjikan rampasan tuhan dibuang,1,0,0,1,1,0,0,0,0,0,1,0
presiden 2019 ya telanjang dada ah pesimis 2019 jokowi 2019 jokowi,0,0,0,0,0,0,0,0,0,0,0,0
rlp yeoja cantik culik gue bawa rumah gue menguntungkan tar puas teruskan sembelihkan,0,1,0,0,0,0,0,0,0,0,0,0
radio republik indonesia banten siang komisi pemelihan pangkal pinang tetapkan pilihan kepala daerah 2018,0,0,0,0,0,0,0,0,0,0,0,0
ya allah main main takut,0,0,0,0,0,0,0,0,0,0,0,0
usir buddha tanah jawa,1,0,0,1,1,0,0,0,0,0,0,1
lengserkan jok lawan politiknya surat pemberitahuan tahunan susilo bambang yudhoyono prabowo hati thread stasiun er ai keadilan sejahtera bayarkan demo demo front pembela islam takut jok rakyat tentara nasional indonesia pol bela jokowi ahok,1,0,0,1,0,0,0,0,1,0,1,0
,0,0,0,0,0,0,0,0,0,0,0,0
mendukung agama haram sosial akunya menjauh teman dirangkul pelan pelan normal,0,0,0,0,0,0,0,0,0,0,0,0
askmf sedih orang orang meledeki bocah,0,1,0,0,0,0,0,0,0,0,0,0
tokoh tokoh agama berpolitik praktis amp identitas keagamaan jabatan jabatan publik sepe i presiden lurah sepe i lingkungan agama buddha mengakui biksu makan daging amp minum minuman keras berkeluarga,1,0,0,1,1,0,0,0,0,0,1,0
agus silvy tukang fitnah debat final pemilihan kepala daerah jaka a,1,0,1,0,0,0,0,0,1,1,0,0
bahaya islam terbukti lihat teroris islam isis pandang sudut islam berbahaya,1,0,0,1,1,0,0,0,0,0,1,0
rambut warnanya kadang oren kadang coklat muda kadang coklat,0,0,0,0,0,0,0,0,0,0,0,0
manchester united kedatangan pemain arab berkah kayaknya lambangnya dukung diseimbangkan,0,1,0,0,0,0,0,0,0,0,0,0
sumpaaah habis dilanjut olimpiade pagelaran budaya siii wkwk,0,0,0,0,0,0,0,0,0,0,0,0
agama kristen menguat timur byzantium mengakui eksistensi agama terbentuk organisasi masyarakat parabalani anggota parabalani pemuda pemuda kelompok rendah masyarakat fanatik kristen taat ulama,0,0,0,0,0,0,0,0,0,0,0,0
nama gue terkesan kristen orang orang ya ayah keren ayah bergaul dilingkungan tionghoa,0,0,0,0,0,0,0,0,0,0,0,0
saracen anies sandi serang ahok uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
tantangan industri sawit budaya bakar lahan rawan penyimpangan,0,0,0,0,0,0,0,0,0,0,0,0
ayo jaga keutuhan negara kesatuan republik indonesia tangkap penista agama stop kriminalisasi ulama uniform resource locator,1,0,1,0,1,0,0,0,0,0,0,1
menganjing anjingkan senang dikatai marah,1,1,1,0,0,0,0,0,1,1,0,0
sebarkan keamanan sejagat,0,0,0,0,0,0,0,0,0,0,0,0
,1,1,1,0,0,0,0,0,1,1,0,0
6 presiden laporan jajaran terkait detail sepe i persiapan infrastruktur transpo asi lokasi pe andingan kesiapan atlet indonesia berlaga asian games 2018 jokowi pacu promosi asian games yu,0,0,0,0,0,0,0,0,0,0,0,0
ganyang ai indonesia perkumpulan keripik indonesia uniform resource locator,1,0,0,1,0,1,0,0,0,0,0,1
orang terperosok jokowi 2019 uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
berhasil kotak kotakan benci jaman susilo bambang yudhoyono,1,0,1,0,0,0,0,0,1,1,0,0
kristen katolik berbeda tradisi kristen protestan mas katolik pakai musik musik band musik menghentak hentak menyikapi perbedaan bijak kristen advent,0,0,0,0,0,0,0,0,0,0,0,0
rribantenpagiini diduga ekonomi guru sekolah dasar nekat gantung,0,0,0,0,0,0,0,0,0,0,0,0
usir duta besarnya negara kristen putus hubungan diplomatik,1,0,1,0,1,0,0,0,0,0,0,1
pbb dunia kumpulkan dana kemanusiaan rupiah 11 9 triliun irak islam dibuang,1,0,0,1,1,0,0,0,0,0,1,0
a pribadi bergairah bersemangat berpikir optimis positif,0,0,0,0,0,0,0,0,0,0,0,0
pemilihan halal,0,0,0,0,0,0,0,0,0,0,0,0
keren habis,0,0,0,0,0,0,0,0,0,0,0,0
namanya kapitalis konteks apapun mending beli warung warung toko toko lusinan mensejahterakan rakyat pe anyaan gue gue haha,0,0,0,0,0,0,0,0,0,0,0,0
orang orang terlahir tubuh kehidupan memiliki jiwa mengagumkan orang hidup sehat jiwa dalamnya kematangan kedewasaan,0,0,0,0,0,0,0,0,0,0,0,0
pakai tudung nasihat agama dengarlah nasihat pelacur ambil buang buruk hitam semestinya kotor putih semestinya bersih,0,0,0,0,0,0,0,0,0,0,0,0
alim alim melupakan islam nikah meningkatkan kualitas ibadah membangun pranata generasi penerus alasannya direduksi ketimbang zina memangnya i,0,0,0,0,0,0,0,0,0,0,0,0
lucunya dituntut senang orang berpikir,0,1,0,0,0,0,0,0,0,0,0,0
mainkan mang,0,0,0,0,0,0,0,0,0,0,0,0
gue bikin video isinya photo video ucapan selamat ulang nyak memaki ya oke xa6,0,0,0,0,0,0,0,0,0,0,0,0
cina negara anti islam disesalkan berhutang negara,1,0,0,1,1,1,0,0,0,0,1,0
ayo muslim hantam rakyat paham dibuang islam parmusi dorong rancangan undang undang anti paham,1,0,0,1,1,0,0,1,0,0,0,1
,0,0,0,0,0,0,0,0,0,0,0,0
pilih ahok pilih iman koruptor,1,1,1,0,1,0,0,0,0,1,0,0
pesimisme ditonjolkan jokowi,1,0,1,0,0,0,0,0,1,1,0,0
ya gue kakak laki mulutnya lemas marah mentolo gue cangkem e,1,1,1,0,0,0,0,1,0,1,0,0
negeri om pekerja jongos cina doang kerja subuh malam digaji pas pasan cina,1,1,0,1,0,1,0,0,0,0,1,0
t mencurigakan berpikir papa presiden agent beras,0,0,0,0,0,0,0,0,0,0,0,0
boros hemat pakai otak,1,1,1,0,0,0,0,0,1,1,0,0
tingginya tingkat fitur pengamanan paspor indonesia negara negara berminat fasilitas warga negara indonesia pemegang paspor,0,0,0,0,0,0,0,0,0,0,0,0
gampangan orang dipuji kehormatannya haha,1,1,1,0,0,0,0,1,0,1,0,0
sa kutipan,0,1,0,0,0,0,0,0,0,0,0,0
politikus pelawak maaf karakter pelawak haji bolot dengar xa6,0,0,0,0,0,0,0,0,0,0,0,0
sesuai kepentingan jokowi didukung mengganggu kepentingan disikat,1,0,1,0,0,0,0,0,1,1,0,0
haha malu malu mengakui kinerja presiden ya,0,0,0,0,0,0,0,0,0,0,0,0
sing pacarku hilang diambil wajahku seram sayang xe3 x83 xbe xef xbd xa5 xcf x89 xef xbd xa1,0,1,0,0,0,0,0,0,0,0,0,0
41 bijak memilih opsi mundur berambisi kekuasaan jokowi pilih opsi be ahan,1,0,1,0,0,0,0,0,1,1,0,0
jokowi pesan kerja kerja kerja eh demo teh,1,1,1,0,0,0,0,0,1,1,0,0
tujuan hidup muslim beribadah allah subhanahu wa taala be entangan kepentingan bangsa negara,1,0,0,1,1,0,0,0,0,0,1,0
beritanya bohong mulu jokowi uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
info warga badui selesai memperingati tradisi seba pendopo pemerintah kabupaten lebak dilanjutkan be emu gubernur banten wahidin halim sabtu 21 4 seba badui 2018 alam banten,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0
coba kroscek tenaga kerja adik yusuf oposan realistis data mata kepala telan mentah mentah,1,0,1,0,0,0,0,0,1,1,0,0
kesepakatan 4 dodi giri 4 sumatra selatan,0,0,0,0,0,0,0,0,0,0,0,0
bilang amp anggota dewan perwakilan rakyat,0,0,0,0,0,0,0,0,0,0,0,0
bahagianya swafoto pesawat presiden jokowi cak imin,0,0,0,0,0,0,0,0,0,0,0,0
handphoneku,0,0,0,0,0,0,0,0,0,0,0,0
aduh badan khawatir jus herbal cmp menurunkan bb 2 5 kg minggunya nyata hasilnya plus mengobati penyakit mengepoi minat chat me handphone 082316861194 pin d2907677,0,0,0,0,0,0,0,0,0,0,0,0
abang selamat pagi uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
duduki menusuk menusuk perut kudanya diduduki gratis hype ext transfer protocol xa6,0,1,0,0,0,0,0,0,0,0,0,0
tiada pangkat mulia dunia pangkat sehebat apapun manusia terlahir keahlian 1 tukang tipu plonga plongo mengakibatkan optimisme 2019 ganti presiden plonga plongo,1,1,0,1,0,0,0,0,1,0,1,0
mampir tulisan terbaru ya berani jalan jalan,0,0,0,0,0,0,0,0,0,0,0,0
gemas duduki bangku prioritas usia hamil bawa anak,0,0,0,0,0,0,0,0,0,0,0,0
baca berhenti x9c x8a x92 xa6 x96 x95 x92 xa7 min 3 merasakan sepe i memakai acid dosis rendah coba berhasil barangkali coba benaran berusaha keras,0,0,0,0,0,0,0,0,0,0,0,0
gue,0,1,0,0,0,0,0,0,0,0,0,0
berita islam rabi israel orang berkulit hitam x9cmonyet x9d picu kecaman keras uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
mengadu allah pemimpin be aubat allah jalan allah,0,1,0,0,0,0,0,0,0,0,0,0
